4,2100,caracal,100000,64,0.000000,20,0,100,0,0,1616663110,1551046732,19106198,3383228,0
4,2100,caracal,100000,64,0.000000,20,0,100,1,0,0,1518636882,18833914,3393528,0
4,2100,caracal,100000,64,0.000000,20,0,100,2,0,0,1512630884,18631310,3570256,0
4,2100,caracal,100000,64,0.000000,20,0,100,3,0,0,1506779378,18599404,3413576,0
4,2100,caracal,100000,64,0.000000,20,0,100,4,0,0,1505071588,18842710,3365610,0
4,2100,caracal,100000,64,0.000000,20,0,100,5,0,0,1503391074,18863238,3521278,0
4,2100,caracal,100000,64,0.000000,20,0,100,6,0,0,1507322944,18750858,3682632,0
4,2100,caracal,100000,64,0.000000,20,0,100,7,0,0,1537779168,18773760,3429598,0
4,2100,caracal,100000,64,0.000000,20,0,100,8,0,0,1506242760,18834728,3286016,0
4,2100,caracal,100000,64,0.000000,20,0,100,9,0,0,1507198732,18897074,3786098,0
4,2100,caracal,100000,64,0.000000,20,0,100,10,0,0,1494890076,18710902,4212090,0
4,2100,caracal,100000,64,0.000000,20,0,100,11,0,0,1508904918,18762140,4300062,0
4,2100,caracal,100000,64,0.000000,20,0,100,12,0,0,1506731290,18825360,3682668,0
4,2100,caracal,100000,64,0.000000,20,0,100,13,0,0,1509823482,19057442,3390682,0
4,2100,caracal,100000,64,0.000000,20,0,100,14,0,0,1520606194,18888850,3716876,0
4,2100,caracal,100000,64,0.000000,20,0,100,15,0,0,1511324272,18881170,3439684,0
4,2100,caracal,100000,64,0.000000,20,0,100,16,1,0,1516961068,15765410,3509146,0
4,2100,caracal,100000,64,0.000000,20,0,100,17,1,0,1507490262,15618794,3813596,0
4,2100,caracal,100000,64,0.000000,20,0,100,18,1,0,1502263222,15025008,3423880,0
4,2100,caracal,100000,64,0.000000,20,0,100,19,1,0,1505200750,14664412,3312758,0
4,2100,caracal,100000,64,0.000000,20,0,100,20,1,0,1496663324,14960842,3475756,0
4,2100,caracal,100000,64,0.000000,20,0,100,21,1,0,1498647560,14995014,3432980,0
4,2100,caracal,100000,64,0.000000,20,0,100,22,1,0,1507563178,14753982,3917226,0
4,2100,caracal,100000,64,0.000000,20,0,100,23,1,0,1510240128,14910038,3835052,0
4,2100,caracal,100000,64,0.000000,20,0,100,24,1,0,1496930492,14897108,3384428,0
